model,device,gpu_name,d_model,learning_rate,epochs,total_params,trainable_params,epoch,loss_mean,loss_std,entropy,grad_norm,mor_steps,stop_prob
BorrowEntity,cuda,NVIDIA GeForce GTX 1650,32,0.001,10,3554,3554,,,,,,,
,,,,,,,,1,0.025711413061987345,0.19239031053054453,0.03709806763187015,0.4627236999101983,1.0,1.0
,,,,,,,,2,0.0014836331574653602,0.10539951136073203,0.00099367878325277,0.02353312752432642,1.0,1.0
,,,,,,,,3,0.002709428036104661,0.13958554067423273,0.0009045740504432313,0.04477049272381305,1.0,1.0
,,,,,,,,4,0.0011255323800726544,0.09214910061989827,0.0003252156873316213,0.0156914221686019,1.0,1.0
,,,,,,,,5,0.00023911223860087282,0.02248326220395773,0.0001514210501762725,0.0076971588195923505,1.0,1.0
,,,,,,,,6,0.001750709453902668,0.1206508822222271,0.00023234996598296375,0.019375162531531265,1.0,1.0
,,,,,,,,7,0.0007566783221956375,0.040909961717210404,0.0005028147862952582,0.029851401872587547,1.0,1.0
